id	text	character_map	tags	gloss	phonology_initial	phonology_final	phonology_tone	glyph_comment	pron_comment	expl_comment	note	is_published	updated_time	created_time
xznazf5huwz	㖹火筒											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xyqhaxgr3e9	㖹火											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xfe6k3t7w8q	㖹風											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xyp6kpfnu3h	功德											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xw86gawnsfs	爆			燻烤，燻人	邊	春	8				用字從榕註	1	2025-08-17 22:06:36	2025-05-16 16:54:21
xf9yrk6j4ke	蔔			見葡萄	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xyqh94rd4ju	僕			見僕人	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xwy5xb6mrc3	瀑			見瀑布	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xwad7862v2j	匐			見匍匐	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xr3acsgtf6u	暴				邊	春	8					1	2025-12-27 12:44:21	2025-05-16 16:54:21
xwynu7vfyfm	曝		少用文辭	見曝曬	邊	春	8					1	2025-10-04 13:00:07	2025-05-16 16:54:21
xm649uxdrqh	觳		少用文辭	見觳觫	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xh98sz9s9f2	濮		少用文辭	地名	邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
x3cgjhwuc5c	𪇰		少用文辭		邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xjm65gcze9u	䗱		少用文辭		邊	春	8					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xqb9xgxbbgn	公				求	春	1					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xxa6t2rwuwb	公				求	春	1					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xnzffns53hc	蚣				求	春	1					1	2025-08-17 22:06:36	2025-05-16 16:54:21
xbam797u64y	君子											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xwxmb9jgbqs	攻				求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
x57x69pd3cb	君				求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xeysyez8zj9	軍裝											1	2025-08-18 22:57:49	2025-05-16 16:54:21
xvw2x5v3pg2	軍				求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xee4ttk9enn	軍帽											1	2025-08-18 22:57:49	2025-05-16 16:54:21
x96w9wd5mv4	腹老空去											1	2025-08-22 21:48:20	2025-05-16 16:54:20
x37zmky52jd	工		少用文辭		求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xsgpsd9kmm6	𨑪		少用文辭		求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xntdxa6g7gk	糞坑											1	2025-08-18 22:57:49	2025-05-16 16:54:20
xx3w86jbwtt	㘌				氣	之	8		據《榕腔註音詞典》，爲上入調之「㘌」的又音，韻尾爲-h。今音連讀時韻尾可從-k。			1	2026-02-09 23:31:40	2025-05-16 16:56:05
xvtx9vy8g9c	䲲		少用文辭		求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xtgjdhrd9g9	桾		少用文辭		求	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xxrptens632	滾				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xj7ghxntcu6	袞				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xt5xxacpcv5	磙				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xgp5pwde7cm	㨰				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xceqwjp74qn	䜇				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xphc5djns5d	蓘				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
x7vzuew5max	輥				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xam7xkhtcd8	緄				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xub89rrkxf3	鯀				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xyzsyq424ht	鮌				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xb483efc6gf	裷				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xtbh68b3vgv	栱				求	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xpsuut58vrf	棍				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xrp7uncq2wc	貢				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xh3ycn3uvm4	愩				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xjrfdtpqu4t	汞				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
x7pn3s7tqdn	羾				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xe89bsyshwu	贛				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xnyukf3u4n6	灨				求	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:21
x3ph6uzund9	谷				求	春	4					1	2025-09-18 18:33:46	2025-05-16 16:54:21
x7awd2jk268	穀				求	春	4					1	2025-09-18 18:37:35	2025-05-16 16:54:21
xx43a7xracr	唂				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:21
x847dma8kxe	梏				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xqu796dn95z	牿				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:21
xyvu4c2j7sr	酷				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xfp8wpqruag	悎				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x2y3728w68k	焅				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xkxg6uprgvu	嚳				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xd7guanjhgg	䶜				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xgmcjw8n7gb	榖				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xnu9re98ykn	轂				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xq57gyvxj77	蠖				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x8r57z6mvdr	𥆌				求	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xjs75rcn53a	裙				求	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x3dvnazbem7	褌				求	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xdargd24suc	拳				求	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x4hvtpdkxgg	羣				求	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xhz2stm3zau	郡				求	春	7					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xawzzq323ht	珺				求	春	7					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xp8xmvz6kbd	掘				求	春	8					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xspzgxqbmup	倔				求	春	8					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xg748gx9zrt	淈				求	春	8					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xw8hyz5qu3p	崛				求	春	8					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x4udxh5ek7u	空				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x63xaaey87w	倥				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x2xqzdc6h9g	箜				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xrunwef3u3t	崆			崆峒，山名	氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x3qf2dhwsnm	鵼				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xuudwtcnwxf	涳				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xwsamarwvkf	豗				氣	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xfwzfmpxfm2	孔				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x235e5pbna7	梱				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xwn52e696wm	綑			盤繞，捲曲；縫邊	氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xbu2wvxhrzr	閫				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x3ryd22hz6g	悃				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xbcz75w2yud	齫				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xmevkefrux4	稛				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xj38hf8msnt	壼				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xvn28g8nd2x	麏				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x3hbsbqgk74	窘				氣	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xz5uybu2j5p	控				氣	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xzwuug9a4r3	鞚				氣	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xba5a54zc7p	空				氣	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xvhe6d48gz8	哭				氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xakrzttza6w	屈		本字		氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xkzj7a4xpxf	䓛				氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x9ycsw32k63	詘				氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x33j9e58kk5	絀				氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xzbkpm8ujcm	䧊				氣	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xb6sscpc6dx	綑				氣	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xmadeufcsv6	東				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xsn3zemq7d3	涷				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xzu7263r46k	迍			坎坷	低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xgsgn6mt36y	窀				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xtj97cbcr9a	肫				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xeme54jpa79	敦			篤厚	低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xvv6gr34qhe	𢫝		俗字|形聲字	輕碰，觸及。彈跳	低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xqttsyp6ypn	暾				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xbmbqub3x7n	撉				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x522gy7rfvn	諄				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xd67qr687f4	惇				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x8tc9ca3dwh	弴				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xw7hey3ufg4	焞				低	春	1					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xcrbauvghnt	董				低	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xkawex8zepf	懂				低	春	2					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x6jy8vh37g7	屯				低	春	1					1	2025-10-23 22:24:19	2025-05-16 16:54:22
x7ggjpt86ga	頓				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xpdxspjq25t	噸				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xu2rhrgynvh	盹				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xgukd9ggu2c	囤				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xgq8bb35xqr	凍				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xdcv7y7ccgw	棟				低	春	3					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xggzw4nzwsp	裻				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xcq7yrtqy59	涿		本字	點	低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xun42twkfnr	𡱰				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
x322v5gqvgw	炢				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:22
xsxpwj5zf96	督				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:23
x9g43238suk	笜				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xccup7th246	篤				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xn9rxsbexkr	焯				低	春	4					1	2025-08-17 22:06:37	2025-05-16 16:54:23
x5sgg7wttf8	同				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
x52b8gk22vx	動物											1	2025-08-18 22:57:49	2025-05-16 16:54:23
x85jdbskve7	筒				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xua82ux7dg9	桐				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xenq96mu5sq	峒				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
x8ezppdsb4j	酮				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xyq9gzcgec8	詷				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xv9gavwcx2q	挏				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
xkgcjc9qmas	衕				低	春	5					1	2025-08-17 22:06:37	2025-05-16 16:54:23
