id	word__id	word__text	text	banguace	page_number	column_number	row_number	radical_id	note	updated_time	created_time
x38pb7cvq2k	xucskhxvtu9	丼	丼	păng	1748	3	2	xwvere9dcfa		2025-05-16 17:05:06	2025-05-16 17:05:06
x5erz9243kq	xucskhxvtu9	丼	丼	pōng	1748	3	2	xwvere9dcfa		2025-05-16 17:05:06	2025-05-16 17:05:06
x9xa256rkr3	xcerq6zmetk	乓	乓	pŏng	1748	3	3	xwvere9dcfa		2025-05-16 17:05:06	2025-05-16 17:05:06
xzd36wage4g			丿	piék	1748	3	4	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xjquqswtnjm	xehtsgdrnhg	乃	乃	nāi	1748	3	5	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xwakhj3zvnz			乂	ngiê	1748	3	6	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xy979py9rqz			久	gīu	1748	3	8	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
x8kzk7z5v7d	xujxc2b7nwy	乇	乇	nó̤h	1748	3	9	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xjkzhst9v5a	xd68nvzer9c	之	之	cĭ	1748	3	10	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xt8ym8wkscu	xjvyb2d2nyt	乍	乍	câ	1748	3	11	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xa9acxseq9k	xffdazr26wb	乎	乎	hù	1748	3	12	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xdhvdbpqjey	xp8zzqw6syp	乏	乏	huăk	1748	3	13	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xvu76bysmxp	xvsywj8fpjh	乒	乒	pĭng	1748	3	14	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xxcexmyfg74	xpthp9m3x4h	乖	乖	guăi	1748	3	15	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
xd4x3uj45a2			乘	sìng	1748	3	16	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
x7yjngkmh4s			乘	sêng	1748	3	16	xmhu266q82g		2025-05-16 17:05:06	2025-05-16 17:05:06
x9xwgntm24p	xrghpfz3n37	乙	乙	ék	1749	1	1	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xgz5ajckcnf			九	gīu	1749	1	2	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xedfsupvrwe			九	gāu	1749	1	2	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
x2bcdnhhcy7	xfe2htgahhx	乜	乜	miéh	1749	1	3	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xe58sxqwt3z	x4a6fxac8w7	也	也	iá	1749	1	4	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xfc8mvkm43j	x4a6fxac8w7	也	也	iâ	1749	1	4	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
x4ywhv8htmu	xc38ph3sgrg	乞	乞	ké̤ṳk	1749	1	5	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
x6vkbth6pc9	x8bz4h5e52h	乩	乩	gĭ	1749	1	6	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xr9w9v46ukg			乱	luâng	1749	1	7	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xw3te2s9qq5			乱	lâung	1749	1	7	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xcav4g47v4r			乳	ṳ̄	1749	1	8	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xj623ke5pmk			乳	nèng	1749	1	8	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xv2m2d4py69			乾	găng	1749	1	9	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xqegwqh7tzy			乾	gièng	1749	1	9	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xjnhpsc2rzq			亂	luâng	1749	1	10	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xq3n3kdsvrd			亂	lâung	1749	1	10	xkr7d9gn7r3		2025-05-16 17:05:06	2025-05-16 17:05:06
xb9znpaayry			亅	kuók	1749	1	11	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
xt7nrrs6s49			了	liēu	1749	1	12	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
x2ugx9cdksf			了	lāu	1749	1	12	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
xw4g8fdhg8f	xaapwrbq6xm	予	予	ṳ̀	1749	1	13	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
xm94n4rk8cb	xaapwrbq6xm	予	予	ṳ̄	1749	1	13	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
xf9fgxstuqf	xs6r92pdmcq	七	七	chék	1748	1	2	xvs8vrcbq5z		2025-09-16 02:32:05	2025-05-16 17:05:06
xxshbehuuka	x397qnm94nz	三	〣	săng	1748	1	6	xvs8vrcbq5z		2025-09-26 18:51:06	2025-05-16 17:05:06
x6339ngb4fv	xpet9xq6h2j	四	〤	sé̤ṳ	1748	3	7	xmhu266q82g		2025-09-26 19:01:41	2025-05-16 17:05:06
xx7u75tqfzm	xhzxk4vy9yu	四	〤	sé	1748	3	7	xmhu266q82g		2025-09-26 19:02:08	2025-05-16 17:05:06
xpbsg5abdmt	xxyjbsh2xy3	乍	乍	cá	1748	3	11	xmhu266q82g		2025-10-04 12:29:50	2025-05-16 17:05:06
xndk8g9gfxx	xqww9n2uy6y	三	〣	sáng	1748	1	6	xvs8vrcbq5z		2025-10-21 18:59:52	2025-05-16 17:05:06
xq6jyrs3q99	xqww9n2uy6y	三	三	sáng	1748	1	6	xvs8vrcbq5z		2025-10-21 19:00:00	2025-05-16 17:05:06
x76sxe5ypat	xvdzkvee88n	且	且	chiā	1748	1	14	xvs8vrcbq5z		2025-10-21 19:03:33	2025-05-16 17:05:06
x9zf9z4sfz8			事	sê̤ṳ	1749	1	14	xmc5n98vz4x		2025-05-16 17:05:06	2025-05-16 17:05:06
xvj7zdv6bcy			二	nê	1749	1	15	xgu3zt5h52v		2025-05-16 17:05:06	2025-05-16 17:05:06
xb36wymyyv9			二	lâng	1749	1	15	xgu3zt5h52v		2025-05-16 17:05:06	2025-05-16 17:05:06
x38g6cj8vph			井	cīng	1749	1	17	xgu3zt5h52v		2025-05-16 17:05:06	2025-05-16 17:05:06
xu5e5rth2d8			井	cāng	1749	1	17	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xg49jbu84wf	xqdsa2jfvqv	互	互	hô	1749	1	18	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xjnbsxs74dz			五	ngū	1749	1	19	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xh6xrsu7ynq			五	ngô	1749	1	19	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
x9zyd9jaugg	xpqe9w9y4ba	云	云	ùng	1749	1	20	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xnuupjbv857	xn9mqs3rudk	亙	亙	gēng	1749	2	1	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xr2gfvgmqb3			亘	gēng	1749	2	2	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xqjajm6huhc			况	huóng	1749	2	3	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xf423y85dcs	x5u78udgyt3	些	些	siĕ	1749	2	4	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xm4rfevk3hk	xgqfez97uzv	亞	亞	ā	1749	2	5	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
xvkecembxx9			亟	hé	1749	2	6	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
x6vn4gxbqqu			亟	gék	1749	2	6	xgu3zt5h52v		2025-05-16 17:05:07	2025-05-16 17:05:07
x4458g2zpxy			亠	tèu	1749	2	7	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xzf6477gryg	x9twcb7ffr3	亡	亡	uòng	1749	2	8	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xtx3xznasg9	xgepee9kkue	亢	亢	kŏng	1749	2	9	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xnbyn6a8u9v	xgepee9kkue	亢	亢	káung	1749	2	9	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
x78mdpkdx3m			交	gău	1749	2	10	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xmhuey3a82v	xue2gh35hgr	亥	亥	hâi	1749	2	11	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xbcu4baqahw	xm5ny7zpp77	亦	亦	ĭk	1749	2	12	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
x8wkqnp2r33	x7cm8n2ava4	亨	亨	hĕng	1749	2	13	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xg2r4wvcssg	xgftwzedmqf	京	京	gĭng	1749	2	14	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xnvs7wyamzs	xdzptm9vdak	享	享	hiōng	1749	2	15	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xxhhv6xae9h	xpk8ewc96p8	亭	亭	dìng	1749	2	16	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xua4t3ekax2	xbjbsdjh4ht	亮	亮	liông	1749	2	17	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
x6kccbrw3av	xvugkqv6m49	亳	亳	bŏk	1749	2	18	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xea27w76egm	x69uxsjqhdn	亶	亶	dāng	1749	2	19	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xx9pwjyvwya			亹	muòng	1749	2	20	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
xs64rhmwcyd			亹	muōi	1749	2	20	xb7ksjad8tc		2025-05-16 17:05:07	2025-05-16 17:05:07
x8s5x8aydad	xg3w7kzmr3g	人	人	ìng	1749	2	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xbpajdk2cq4			亻	ìng	1749	2	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xhzj3hdsydt			仈	báik	1749	3	1	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xgj2qegy6gx			仅	bô	1749	3	2	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xn83zgwwwmf			仄	cáh	1749	3	3	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xw7nyd48587	x9ft8ad3n5m	仃	仃	dĭng	1749	3	4	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xhghftq839q	xvktuvqzuxy	介	介	gái	1749	3	5	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xpqhhmk7kdf	x39ehbhjurz	今	今	gĭng	1749	3	6	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xaem5vj23b3			仆	hó	1749	3	7	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xc2vfx9b2g7			仆	páuk	1749	3	7	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x7r8mkbrrkk	xfghztqhapq	仍	仍	ĭng	1749	3	8	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xwb3atz9sd4			仁	ìng	1749	3	9	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xatqmzqspxm			𠆧	nè̤ng	1749	3	10	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xaum4k54nzh	xeuc8fexhth	什	什	sĭk	1749	3	11	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xj5ghx3uug4	xeuc8fexhth	什	什	sĕk	1749	3	11	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xwn8yhbjw6t	xeuc8fexhth	什	什	căk	1749	3	11	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xc4mwrdd7uh			仇	sìu	1749	3	12	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xsftygqb3zg			亾	uòng	1749	3	13	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x5662s9bm2y	xtafhtqwdxx	仟	仟	chiĕng	1749	3	14	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xvt68ymn53w			代	dâi	1749	3	15	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x2gjcwhta3e			代	dô̤i	1749	3	15	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xr8fjsm8avj	xwfgkz5hq2f	仗	仗	diông	1749	3	16	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6edrqwk9u9			仝	dùng	1749	3	17	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xw8bydx6nxk	x5q5fwzxj5k	仞	仞	êng	1749	3	18	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xrcsyr6nvnr	xaqctkys8b6	仔	仔	giāng	1749	3	19	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x8b4e82dmfr	xaqctkys8b6	仔	仔	cṳ̄	1749	3	19	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xaqtmjcfque	xmvknfcg3wb	付	付	hó	1749	3	20	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6h6xej27eb	x2ekf6eyfvm	以	以	ī	1749	3	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xzd7xq9z6au			令	lêng	1749	3	22	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xjy2q9n2t8v			令	lìng	1749	3	22	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xh6j5vyksg2			令	liâng	1749	3	22	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x2tam3hv3n7			仡	ngék	1750	1	1	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xcfregs36pn	xyyw368evt4	仕	仕	sê̤ṳ	1750	1	2	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xa3mwj742u9	xmkzpym2ynz	仙	仙	siĕng	1750	1	3	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x275zpt6h3y			他	tă	1750	1	4	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xzccdpaq6p3	xf4bchpbz2r	仳	仳	bī	1750	1	5	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x699xygsak2			仱	dăng	1750	1	6	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x83qgqggt77	xfw2hqudr9v	仲	仲	dê̤ṳng	1750	1	7	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xpmzfcdpxvq			任	êng	1750	1	8	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x5zeq2sn8aa			任	ìng	1750	1	8	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xwfvcnrc647			价	gái	1750	1	9	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xtybst4mgrc	xv4p4q8k4w2	伎	伎	gê	1750	1	10	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xjgr5kzg6bp	xmgg3xucwfh	休	休	hĭu	1750	1	11	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xg6jc79fa9k	xz99e23wm5s	份	份	hông	1750	1	12	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xrbvjuwghqz			伐	huăk	1750	1	13	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xhwfnxpjfuq			伏	hŭk	1750	1	14	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xq94jsn93nw			伙	huō	1750	1	15	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xjreef6jpax			伙	huōi	1750	1	15	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xvcmggbykwf	xd9v8jvdh39	仿	仿	huōng	1750	1	16	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xncaq5bvn49	xmwddkjjn5w	伊	伊	ĭ	1750	1	17	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xvvzu27ewhd			件	iông	1750	1	18	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6mcn7k7m69	xwxrkanrfq7	伉	伉	káung	1750	1	19	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xyb84jbczae	xae5u9rm244	企	企	kié	1750	1	20	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xazq7pf9ukk	x4ht6zykdjw	伓	伓	ng	1750	1	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xm824enb6yc			伋	ngék	1750	1	22	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xgwfp8hcavr			仰	ngiōng	1750	1	23	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xxfyrvdgbg7			仵	ngū	1750	2	1	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xesbc83cgzj			伍	ngū	1750	2	2	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x3yh5nw8x83			伍	ngô	1750	2	2	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6958rpd43w	xnxkcpes42g	伈	伈	sīng	1750	2	3	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xyuyetsv34u			伃	ṳ̀	1750	2	4	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xf6mzwwpvvp			伯	báik	1750	2	5	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xftgwcfknjq			伯	báh	1750	2	5	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x9s9y7drpqs			佖	bĭk	1750	2	6	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x26a2zedjvy	xt9xtrzgtjc	佈	佈	buó	1750	2	7	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xxvtjpwrpa5			作	cáuk	1750	2	8	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xcskbmy9xkn			住	cê̤ṳ	1750	2	9	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xa6q8ky7nha	xyg2r7uzfs8	佔	佔	ciĕng	1750	2	10	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xpdd7337ap8	xyg2r7uzfs8	佔	佔	ciéng	1750	2	10	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xej4dfpmgum	xwyzeduqsmj	佐	佐	có̤	1750	2	11	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6grp2ragaq			佌	chṳ̄	1750	2	12	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xh256txfnw7			低	dă̤	1750	2	13	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xud24x9un3e			但	dáng	1750	2	14	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xwzaj9t34qz	xzreazfaz3y	佟	佟	dĕ̤ng	1750	2	15	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xpbk4r6ckru	x9b8tj67tg8	佃	佃	diêng	1750	2	16	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x6bgemque7a	xy74nyrgzkd	佗	佗	dò̤	1750	2	17	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xdxv8fzg8vn	xy74nyrgzkd	佗	佗	tă	1750	2	17	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xtp7zkzswav			佑	êu	1750	2	18	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x8yg3wmd9s5			伽	già	1750	2	19	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xyp72fbsk9a	xnpj4ct9nzr	估	估	gū	1750	2	20	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xtmbaw9pzt3	xjj9zggnpzq	何	何	hò̤	1750	2	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xjtue82xuyt	xjj9zggnpzq	何	何	hô̤	1750	2	21	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
x749kjynnkb	xfqfau2g89w	佛	佛	hŭk	1750	2	22	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xrj4zqcqzkn	xjvvrnmq47x	佚	佚	ĭk	1750	2	23	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
xjpzg7wqpbe			来	lài	1750	3	1	xtbsgt26g2h		2025-05-16 17:05:07	2025-05-16 17:05:07
